page,x0,y0,x1,y1,text,is_all_caps,is_title_case,is_numbered,has_colon,has_bullet,length,word_count,avg_font_size,is_bold,is_italic,most_common_font,rel_font_size,is_centered,space_before,space_after
1,383.333984375,41.754024505615234,524.4090576171875,54.120025634765625,"Broadcast Technicians, page 1 of 3",0,0,0,0,0,34,6,9.0,0,0,Helvetica,0.9542619542619543,0,41.754024505615234,28.19499969482422
1,70.86599731445312,82.31502532958984,268.2779541015625,119.62503051757812,A CareerZone Occupational Brief for:,0,0,0,1,0,36,5,12.0,0,0,Helvetica,1.2723492723492724,0,28.19499969482422,0.16899871826171875
1,70.86599731445312,82.31502532958984,268.2779541015625,119.62503051757812,Broadcast Technicians,0,1,0,0,0,21,2,16.0,1,0,Helvetica-Bold,1.6964656964656963,0,28.19499969482422,0.16899871826171875
1,70.86599731445312,119.79402923583984,524.4090576171875,158.18702697753906,An occupation in Engineering and Technologies,0,0,0,0,0,45,6,9.0,1,0,Helvetica-Bold,0.9542619542619543,0,0.16899871826171875,8.491012573242188
1,70.86599731445312,119.79402923583984,524.4090576171875,158.18702697753906,New York State Department of Labor,0,0,0,0,0,34,6,9.0,1,0,Helvetica-Bold,0.9542619542619543,0,0.16899871826171875,8.491012573242188
1,70.86599731445312,119.79402923583984,524.4090576171875,158.18702697753906,"David A. Paterson, Governor",0,1,0,0,0,27,4,9.0,1,0,Helvetica-Bold,0.9542619542619543,0,0.16899871826171875,8.491012573242188
1,256.291015625,166.67803955078125,338.9830017089844,183.16603088378906,Job Description,0,1,0,0,0,15,2,12.0,0,0,Helvetica,1.2723492723492724,1,8.491012573242188,15.727996826171875
1,70.86599731445312,198.89402770996094,510.5699768066406,235.26002502441406,"Set up, operate, and maintain the electronic equipment used to transmit radio and television programs. Control",0,0,0,0,0,110,16,9.0,0,0,Helvetica,0.9542619542619543,0,15.727996826171875,13.573013305664062
1,70.86599731445312,198.89402770996094,510.5699768066406,235.26002502441406,audio equipment to regulate volume level and quality of sound during radio and television broadcasts. Operate,0,0,0,0,0,109,16,9.0,0,0,Helvetica,0.9542619542619543,0,15.727996826171875,13.573013305664062
1,70.86599731445312,198.89402770996094,510.5699768066406,235.26002502441406,radio transmitter to broadcast radio and television programs.,0,0,0,0,0,61,8,9.0,0,0,Helvetica,0.9542619542619543,0,15.727996826171875,13.573013305664062
1,274.62701416015625,248.83303833007812,320.64697265625,265.321044921875,Interests,0,1,0,0,0,9,1,12.0,0,0,Helvetica,1.2723492723492724,1,13.573013305664062,15.727996826171875
1,70.86599731445312,281.0490417480469,520.5420532226562,317.4150390625,"Realistic - Realistic occupations frequently involve work activities that include practical, hands-on problems and",0,0,0,0,0,114,14,9.0,1,0,Helvetica,0.9542619542619543,1,15.727996826171875,13.572998046875
1,70.86599731445312,281.0490417480469,520.5420532226562,317.4150390625,"solutions. They often deal with plants, animals, and real-world materials like wood, tools, and machinery. Many of",0,0,0,0,0,114,17,9.0,0,0,Helvetica,0.9542619542619543,1,15.727996826171875,13.572998046875
1,70.86599731445312,281.0490417480469,520.5420532226562,317.4150390625,"the occupations require working outside, and do not involve a lot of paperwork or working closely with others.",0,0,0,0,0,110,18,9.0,0,0,Helvetica,0.9542619542619543,0,15.727996826171875,13.572998046875
1,281.635009765625,330.988037109375,313.63897705078125,347.4760437011719,Tasks,0,1,0,0,0,5,1,12.0,0,0,Helvetica,1.2723492723492724,1,13.572998046875,15.727996826171875
1,70.86599731445312,363.20404052734375,470.52899169921875,387.5700378417969,"1. Maintain programming logs, as required by station management and the Federal Communications",0,0,1,0,0,94,13,9.0,1,0,Helvetica,0.9542619542619543,0,15.727996826171875,12.031005859375
1,70.86599731445312,363.20404052734375,470.52899169921875,387.5700378417969,Commission.,0,1,0,0,0,11,1,9.0,0,0,Helvetica,0.9542619542619543,0,15.727996826171875,12.031005859375
1,70.86599731445312,399.6010437011719,500.0849609375,412.0390319824219,2. Control audio equipment to regulate the volume and sound quality during radio and television broadcasts.,0,0,1,0,0,107,16,9.0,1,0,Helvetica,0.9542619542619543,0,12.031005859375,11.958984375
1,70.86599731445312,423.9980163574219,522.072021484375,448.364013671875,"3. Monitor strength, clarity, and reliability of incoming and outgoing signals, and adjust equipment as necessary to",0,0,1,0,0,116,17,9.0,1,0,Helvetica,0.9542619542619543,1,11.958984375,12.031005859375
1,70.86599731445312,423.9980163574219,522.072021484375,448.364013671875,maintain quality broadcasts.,0,0,0,0,0,28,3,9.0,0,0,Helvetica,0.9542619542619543,0,11.958984375,12.031005859375
1,70.86599731445312,460.39501953125,497.5649108886719,472.8330078125,"4. Regulate the fidelity, brightness, and contrast of video transmissions, using video console control panels.",0,0,1,0,0,110,15,9.0,1,0,Helvetica,0.9542619542619543,0,12.031005859375,11.959014892578125
1,70.86599731445312,484.7920227050781,508.57196044921875,509.15802001953125,5. Observe monitors and converse with station personnel to determine audio and video levels and to ascertain,0,0,1,0,0,108,17,9.0,1,0,Helvetica,0.9542619542619543,0,11.959014892578125,12.031005859375
1,70.86599731445312,484.7920227050781,508.57196044921875,509.15802001953125,that programs are airing.,0,0,0,0,0,25,4,9.0,0,0,Helvetica,0.9542619542619543,0,11.959014892578125,12.031005859375
1,70.86599731445312,521.1890258789062,513.549072265625,533.6270141601562,6. Preview scheduled programs to ensure that signals are functioning and programs are ready for transmission.,0,0,1,0,0,109,16,9.0,1,0,Helvetica,0.9542619542619543,0,12.031005859375,11.95904541015625
1,70.86599731445312,545.5860595703125,509.4989929199219,558.0240478515625,"7. Select sources from which programming will be received, or through which programming will be transmitted.",0,0,1,0,0,108,16,9.0,1,0,Helvetica,0.9542619542619543,0,11.95904541015625,11.958984375
1,70.86599731445312,569.9830322265625,512.5590209960938,594.3489990234375,"8. Report equipment problems, ensure that repairs are made, and make emergency repairs to equipment when",0,0,1,0,0,104,16,9.0,1,0,Helvetica,0.9542619542619543,0,11.958984375,12.03106689453125
1,70.86599731445312,569.9830322265625,512.5590209960938,594.3489990234375,necessary and possible.,0,0,0,0,0,23,3,9.0,0,0,Helvetica,0.9542619542619543,0,11.958984375,12.03106689453125
1,70.86599731445312,606.3800659179688,497.5469970703125,630.7460327148438,"9. Record sound onto tape or film for radio or television, checking its quality and making adjustments where",0,0,1,0,0,108,18,9.0,1,0,Helvetica,0.9542619542619543,0,12.03106689453125,12.031005859375
1,70.86599731445312,606.3800659179688,497.5469970703125,630.7460327148438,necessary.,0,0,0,0,0,10,1,9.0,0,0,Helvetica,0.9542619542619543,0,12.03106689453125,12.031005859375
1,70.86599731445312,642.7770385742188,505.55706787109375,667.1430053710938,10. Align antennae with receiving dishes to obtain the clearest signal for transmission of broadcasts from field,0,0,1,0,0,112,17,9.0,1,0,Helvetica,0.9542619542619543,0,12.031005859375,12.03106689453125
1,70.86599731445312,642.7770385742188,505.55706787109375,667.1430053710938,locations.,0,0,0,0,0,10,1,9.0,0,0,Helvetica,0.9542619542619543,0,12.031005859375,12.03106689453125
1,70.86599731445312,679.174072265625,275.948974609375,691.612060546875,11. Substitute programs in cases where signals fail.,0,0,1,0,0,52,8,9.0,1,0,Helvetica,0.9542619542619543,0,12.03106689453125,13.5009765625
