pdf,page,x0,y0,x1,y1,text,is_all_caps,is_title_case,is_numbered,has_colon,has_bullet,length,word_count,avg_font_size,most_common_font,is_bold,is_italic,rel_font_size,is_centered,space_before,space_after
legal_document_4.pdf,1,90.7699966430664,35.75000762939453,532.8499145507812,60.5360107421875,Legal Document: Employment Agreement Template,0,1,0,1,0,45,5,18.0,Helvetica-Bold,1,0,1.3269230769230769,0,35.75000762939453,40.53398895263672
legal_document_4.pdf,1,31.190000534057617,101.06999969482422,192.9980010986328,123.10200500488281,Legal Document Title,0,1,0,0,0,20,3,16.0,Helvetica-Bold,1,0,1.1794871794871795,0,40.53398895263672,20.488021850585938
legal_document_4.pdf,1,31.190000534057617,143.59002685546875,121.0140151977539,165.6220245361328,1. Preamble,0,1,1,0,0,11,2,16.0,Helvetica-Bold,1,0,1.1794871794871795,0,20.488021850585938,19.188018798828125
legal_document_4.pdf,1,31.190000534057617,184.81004333496094,101.23201751708984,204.08804321289062,1.1 Parties,0,1,1,0,0,11,2,14.0,Helvetica-Bold,1,0,1.0320512820512822,0,19.188018798828125,9.1319580078125
legal_document_4.pdf,1,31.190000534057617,213.22000122070312,409.3579406738281,229.70799255371094,Detailed content for 1.1 parties with relevant information and examples.,0,0,0,0,0,72,10,12.0,Helvetica,0,0,0.8846153846153846,0,9.1319580078125,8.9620361328125
legal_document_4.pdf,1,31.190000534057617,238.67002868652344,108.23202514648438,257.9480285644531,1.2 Recitals,0,1,1,0,0,12,2,14.0,Helvetica-Bold,1,0,1.0320512820512822,0,8.9620361328125,9.13201904296875
legal_document_4.pdf,1,31.190000534057617,267.0800476074219,411.3499450683594,283.56805419921875,Detailed content for 1.2 recitals with relevant information and examples.,0,0,0,0,0,73,10,12.0,Helvetica,0,0,0.8846153846153846,0,9.13201904296875,6.901947021484375
legal_document_4.pdf,1,31.190000534057617,290.4700012207031,139.5579833984375,308.3710021972656,1.2.1 Background,0,1,1,0,0,16,2,13.0,Helvetica-Bold,1,0,0.9583333333333334,0,6.901947021484375,4.06903076171875
legal_document_4.pdf,1,31.190000534057617,312.4400329589844,446.0539245605469,328.92803955078125,Detailed content for 1.2.1 background with relevant information and examples.,0,0,0,0,0,77,10,12.0,Helvetica,0,0,0.8846153846153846,0,4.06903076171875,6.8919677734375
legal_document_4.pdf,1,31.190000534057617,335.82000732421875,125.83000946044922,353.72100830078125,1.2.2 Intentions,0,1,1,0,0,16,2,13.0,Helvetica-Bold,1,0,0.9583333333333334,0,6.8919677734375,4.069000244140625
legal_document_4.pdf,1,31.190000534057617,357.7900085449219,434.71392822265625,374.27801513671875,Detailed content for 1.2.2 intentions with relevant information and examples.,0,0,0,0,0,77,10,12.0,Helvetica,0,0,0.8846153846153846,0,4.069000244140625,10.25201416015625
legal_document_4.pdf,1,31.190000534057617,384.530029296875,131.6540069580078,406.56201171875,2. Definitions,0,1,1,0,0,14,2,16.0,Helvetica-Bold,1,0,1.1794871794871795,0,10.25201416015625,19.197998046875
legal_document_4.pdf,1,31.190000534057617,425.760009765625,182.90802001953125,445.03802490234375,2.1 General Definitions,0,1,1,0,0,23,3,14.0,Helvetica-Bold,1,0,1.0320512820512822,0,19.197998046875,9.131988525390625
legal_document_4.pdf,1,31.190000534057617,454.1700134277344,470.7259216308594,470.65802001953125,Detailed content for 2.1 general definitions with relevant information and examples.,0,0,0,0,0,84,11,12.0,Helvetica,0,0,0.8846153846153846,0,9.131988525390625,8.96197509765625
legal_document_4.pdf,1,31.190000534057617,479.6199951171875,165.03001403808594,498.89801025390625,2.2 Technical Terms,0,1,1,0,0,19,3,14.0,Helvetica-Bold,1,0,1.0320512820512822,0,8.96197509765625,9.132049560546875
legal_document_4.pdf,1,31.190000534057617,508.0300598144531,454.033935546875,524.51806640625,Detailed content for 2.2 technical terms with relevant information and examples.,0,0,0,0,0,80,11,12.0,Helvetica,0,0,0.8846153846153846,0,9.132049560546875,6.8919677734375
legal_document_4.pdf,1,31.190000534057617,531.4100341796875,211.81198120117188,549.31103515625,2.2.1 Industry-Specific Terms,0,1,1,0,0,29,3,13.0,Helvetica-Bold,1,0,0.9583333333333334,0,6.8919677734375,4.0689697265625
legal_document_4.pdf,1,31.190000534057617,553.3800048828125,502.7059326171875,569.8680419921875,Detailed content for 2.2.1 industry-specific terms with relevant information and examples.,0,0,0,0,0,90,11,12.0,Helvetica,0,0,0.8846153846153846,0,4.0689697265625,6.9019775390625
legal_document_4.pdf,1,31.190000534057617,576.77001953125,140.29901123046875,594.6710205078125,2.2.2 Legal Terms,0,1,1,0,0,17,3,13.0,Helvetica-Bold,1,0,0.9583333333333334,0,6.9019775390625,4.0689697265625
legal_document_4.pdf,1,31.190000534057617,598.739990234375,442.0339050292969,615.22802734375,Detailed content for 2.2.2 legal terms with relevant information and examples.,0,0,0,0,0,78,11,12.0,Helvetica,0,0,0.8846153846153846,0,4.0689697265625,10.25201416015625
legal_document_4.pdf,1,31.190000534057617,625.4800415039062,224.11801147460938,647.5120239257812,3. Rights and Obligations,0,0,1,0,0,25,4,16.0,Helvetica-Bold,1,0,1.1794871794871795,0,10.25201416015625,19.18798828125
legal_document_4.pdf,1,31.190000534057617,666.7000122070312,184.46200561523438,685.9779663085938,3.1 Party A Obligations,0,1,1,0,0,23,4,14.0,Helvetica-Bold,1,0,1.0320512820512822,0,19.18798828125,9.13201904296875
legal_document_4.pdf,1,31.190000534057617,695.1099853515625,470.7259216308594,711.5980224609375,Detailed content for 3.1 party a obligations with relevant information and examples.,0,0,0,0,0,84,12,12.0,Helvetica,0,0,0.8846153846153846,0,9.13201904296875,130.2919921875
legal_document_4.pdf,2,31.190000534057617,28.910015106201172,184.46200561523438,48.18801498413086,3.2 Party B Obligations,0,1,1,0,0,23,4,14.0,Helvetica-Bold,1,0,1.0888888888888888,0,28.910015106201172,9.132015228271484
legal_document_4.pdf,2,31.190000534057617,57.320030212402344,470.7259216308594,73.80802917480469,Detailed content for 3.2 party b obligations with relevant information and examples.,0,0,0,0,0,84,12,12.0,Helvetica,0,0,0.9333333333333333,0,9.132015228271484,6.8919525146484375
legal_document_4.pdf,2,31.190000534057617,80.69998168945312,187.2549591064453,98.60098266601562,3.2.1 Primary Obligations,0,1,1,0,0,25,3,13.0,Helvetica-Bold,1,0,1.011111111111111,0,6.8919525146484375,4.069023132324219
legal_document_4.pdf,2,31.190000534057617,102.67000579833984,484.0459289550781,119.15800476074219,Detailed content for 3.2.1 primary obligations with relevant information and examples.,0,0,0,0,0,86,11,12.0,Helvetica,0,0,0.9333333333333333,0,4.069023132324219,6.9020233154296875
