pdf,page,x0,y0,x1,y1,text,is_all_caps,is_title_case,is_numbered,has_colon,has_bullet,length,word_count,avg_font_size,most_common_font,is_bold,is_italic,rel_font_size,is_centered,space_before,space_after
academic_paper_6.pdf,1,66.73999786376953,35.75000762939453,556.8977661132812,60.5360107421875,Research Paper 6: Advanced Topics in Machine Learning,0,0,0,1,0,53,8,18.0,Helvetica-Bold,1,0,1.3184713375796178,0,35.75000762939453,40.53398895263672
academic_paper_6.pdf,1,31.190000534057617,101.06999969482422,96.08601379394531,123.10200500488281,Abstract,0,1,0,0,0,8,1,16.0,Helvetica-Bold,1,0,1.1719745222929936,0,40.53398895263672,20.488021850585938
academic_paper_6.pdf,1,31.190000534057617,143.59002685546875,142.3100128173828,165.6220245361328,1. Introduction,0,1,1,0,0,15,2,16.0,Helvetica-Bold,1,0,1.1719745222929936,0,20.488021850585938,19.188018798828125
academic_paper_6.pdf,1,31.190000534057617,184.81004333496094,136.218017578125,204.08804321289062,1.1 Background,0,1,1,0,0,14,2,14.0,Helvetica-Bold,1,0,1.0254777070063694,0,19.188018798828125,9.1319580078125
academic_paper_6.pdf,1,31.190000534057617,213.22000122070312,436.0459289550781,229.70799255371094,Detailed content for 1.1 background with relevant information and examples.,0,0,0,0,0,75,10,12.0,Helvetica,0,0,0.8789808917197452,0,9.1319580078125,8.9620361328125
academic_paper_6.pdf,1,31.190000534057617,238.67002868652344,182.12400817871094,257.9480285644531,1.2 Problem Statement,0,1,1,0,0,21,3,14.0,Helvetica-Bold,1,0,1.0254777070063694,0,8.9620361328125,9.13201904296875
academic_paper_6.pdf,1,31.190000534057617,267.0800476074219,472.7179260253906,283.56805419921875,Detailed content for 1.2 problem statement with relevant information and examples.,0,0,0,0,0,82,11,12.0,Helvetica,0,0,0.8789808917197452,0,9.13201904296875,8.961944580078125
academic_paper_6.pdf,1,31.190000534057617,292.5299987792969,192.27401733398438,311.8080139160156,1.3 Research Objectives,0,1,1,0,0,23,3,14.0,Helvetica-Bold,1,0,1.0254777070063694,0,8.961944580078125,9.13201904296875
academic_paper_6.pdf,1,31.190000534057617,320.9400329589844,476.71392822265625,337.42803955078125,Detailed content for 1.3 research objectives with relevant information and examples.,0,0,0,0,0,84,11,12.0,Helvetica,0,0,0.8789808917197452,0,9.13201904296875,10.251983642578125
academic_paper_6.pdf,1,31.190000534057617,347.6800231933594,182.35800170898438,369.7120056152344,2. Literature Review,0,1,1,0,0,20,3,16.0,Helvetica-Bold,1,0,1.1719745222929936,0,10.251983642578125,19.197998046875
