text,font_size,bold,page,x,y,is_upper,is_title_case,is_numbered,label
<<<<<<< HEAD
Supporting Information,11.5,True,8,48.18899917602539,350.40838623046875,False,True,False,H1
Supporting Information is available from the Wiley Online Library or from the author.,8.0,False,8,48.18899917602539,368.8888854980469,False,False,False,H1
Acknowledgements,11.5,True,8,48.18899917602539,412.40838623046875,False,True,False,H1
Conflict of Interest,11.5,True,8,48.18899917602539,500.5856018066406,False,False,False,H1
=======
FULL PAPER,12.0,True,1,51.02360153198242,20.579988479614258,True,False,False,body
"1900730  (1 of 9)© 2019 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim",7.33,True,1,267.8916015625,739.3797607421875,False,False,True,body
www.small-journal.com,8.0,True,1,471.35650634765625,43.12932586669922,False,False,False,body
Graphene-Assisted Growth of Patterned Perovskite Films for Sensitive Light Detector and Optical Image Sensor Application,20.0,True,1,51.02360153198242,68.28577423095703,False,False,False,body
"Chun-Yan Wu, Zhenyu Wang, Lin Liang, Tijun Gui, Wei Zhong, Rui-Chao Du, Chao Xie,* Li Wang, and Lin-Bao Luo*",14.0,False,1,51.02360153198242,149.3097686767578,False,False,False,body
"Prof. C. Y. Wu, Z. Wang, T. Gui, W. Zhong, R. C. Du, Dr. C. Xie,  L. Wang, Prof. L. B. LuoSchool of Electronic Science and Applied PhysicsHefei University of TechnologyHefei, Anhui 230009, ChinaE-mail: chaoxie@hfut.edu.cn; luolb@hfut.edu.cnL. LiangSchool of Material Science and Engineering and Anhui Provincial Key Laboratory of Advanced Functional Materials and DevicesHefei University of TechnologyHefei, Anhui 230009, China",8.0,False,1,51.01350021362305,576.9535522460938,False,False,False,body
The ORCID identification number(s) for the author(s) of this article can be found under https://doi.org/10.1002/smll.201900730.,8.0,False,1,68.69419860839844,680.9535522460938,False,False,False,body
DOI: 10.1002/smll.201900730,9.0,True,1,51.01350021362305,707.9807739257812,False,False,False,body
"of individual optoelectronic units com-posed of bulk polycrystalline thin films or single crystals of perovskite materials.[11–14] From the view of many practical appli-cations, development of optoelectronic device arrays are essential for diverse inte-grated optoelectronic devices and systems, which requires controllable and precise growth of high-quality patterned perov-skite materials with designed shapes.[15,16] The conventional photolithography pro-cess is the most extensively employed and useful technique for micropatterning of functional materials in the current semi-conductor industry.[17] However, the direct application of this technique for patterning perovskite materials has been ruled out because of the solubility of perovskites in many polar and protic solvents and the sensitivity of the organic component in perovskites.[18,19]",8.61,False,1,385.6784973144531,212.7467803955078,False,False,False,body
"To circumvent the above dilemma, a number of methods have been developed recently. For example, large-scale parallel aligned perovskite micro/nanowire arrays or vertically standing perovskite nanowire arrays have been successfully realized through self-assembly of perovskite precursors assisted by techniques such as blade-coating,[20,21] periodical geometrical confinement,[22–24] or periodical template guiding.[25–27] How-ever, it is rather difficult to precisely control the crystal shape using these methods, which limits the advance in integrated devices and systems. In addition, wafer-scale preparation of perovskite microplate crystals has also been realized through some methods including vapor-phase conversion,[28] chemical vapor deposition (CVD) growth,[29] or wettability-mediated tem-plate method.[30] Nevertheless, homogenous prepatterned seed layers or complex templates are always required, which needs expensive apparatuses and renders the fabrication process extremely complicated and costly. What is more, the involve-ment of high temperature or unusual substrates also makes these techniques not applicable for use in applications like flex-ible and deformable optoelectronic devices. On the other hand, solution-processed spin-coating technique at relatively mild reaction condition has proven to be an effective way for pre-paring high-quality perovskite films toward high-performance and cost-effective optoelectronics. Very recently, by utilizing the wetting/dewetting behavior of perovskite precursor solutions",8.56,False,1,306.1370849609375,443.7484130859375,False,False,False,body
"Controlled growth of high-quality patterned perovskite films on a large scale is essentially required for the application of this class of materials in functional integrated devices and systems. Herein, graphene-assisted hydrophilic–hydrophobic surface-induced growth of Cs-doped FAPbI3 perovskite films with well-patterned shapes by a one-step spin-coating process is developed. Such a facile fabrication technique is compatible with a range of spin-coated perovskite materials, perovskite manufacturing processes, and substrates. By employing this growing method, controllable perovskite photodetector arrays are realized, which have not only prominent photoresponse properties with a responsivity and specific detectivity of 4.8 AW−1 and 4.2 × 1012 Jones, respec-tively, but also relatively small pixel-to-pixel variation. Moreover, the photo­detectors array can function as an effective visible light image sensor with a decent spatial resolution. Holding the above merits, the proposed technique provides a convenient and effective pathway for large-scale preparation of pat-terned perovskite films for multifunctional application purposes.",9.26,True,1,51.022369384765625,221.22222900390625,False,False,False,body
Patterned Perovskite Films,8.0,True,1,51.063499450683594,43.04808807373047,False,True,False,body
1. Introduction,11.5,True,1,51.063499450683594,442.7366943359375,False,True,True,body
"In recent years, due to their rich physical and optoelec-tronic properties (e.g., tunable bandgap, large optical absorp-tion co­efficient, long charge carrier diffusion length, easy processibility, etc.),[1] organic–inorganic hybrid perovskites have emerged as a promising class of candidate materials for a variety of optoelectronic applications including solar cells,[2–4] photo­detectors,[5–7] light-emitting diodes,[8,9] and lasers.[10] Currently, the majority of studies have been focused on the development",8.25,False,1,51.05999755859375,465.7484130859375,False,False,False,body
"Small 2019, 15, 1900730",7.0,True,1,51.02360153198242,741.5333862304688,False,True,False,body
1900730  (2 of 9),9.0,True,2,265.0903015136719,739.77978515625,False,False,True,body
www.advancedsciencenews.com,8.0,True,2,48.27560043334961,43.21880340576172,False,False,False,body
"© 2019 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim",6.5,False,2,374.27239990234375,741.4281005859375,False,False,False,body
www.small-journal.com,8.0,True,2,468.543212890625,43.12932586669922,False,False,False,body
"on hydrophilic/hydrophobic surface produced by photolithog-raphy prepatterned organic self-assembly monolayers (SAMs) or polymer layers, several groups have achieved the deposition of patterned perovskite films with designed shapes on rigid or flexible substrates via spin-coating technique.[31–33] Based on these techniques, high-performance optoelectronic devices like semitransparent perovskite solar cells, ultrathin perovskite-on-Si multiplexed image sensor arrays, and flexible perovskite photo­detector arrays have also been demonstrated. In spite of these exciting progresses, some inevitable limitations still exist in the above-mentioned techniques. For example, normally, high-quality and continuous organic SAMs can only be suc-cessfully modified onto some special substrates, which restricts the vast applications of the techniques. Also, the processes of modification of organic SAMs and removal of residual polymer layers often involve the use of toxic organic solvents, making these techniques environmental unfriendly.Inspired by the above studies, we herein put forward a hydrophilic/hydrophobic surface-induced large-scale growth of high-quality patterned Cs-doped FAPbI3 perovskite films with high yield through one-step spin-coating process assisted by CVD-grown graphene films. As we all know, CVD-graphene possesses a natural hydrophobic surface due to airborne con-taminants and moisture adsorption,[34] and it can also be trans-ferred onto arbitrary substrates in principle.[35] Therefore, the proposed technique is compatible not only with a variety of spin-coated perovskite materials and perovskite manufacturing process but also with many substrates enabling some specific applications like next-generation flexible and deformable optoelectronics. With this technique, we obtained 6 × 6 perov-skite photodetector arrays, which display good photoresponse characteristics in terms of decent responsivity and specific detectivity of 4.8 AW−1 and 4.2 × 1012 Jones, with narrow pixel-to-pixel deviation. Furthermore, it is found that these photo­detector arrays can work as a visible light image sensor, exhibiting a reasonable spatial resolution. Considering the above good results along with the well-developed graphene",8.65,False,2,48.184600830078125,311.7484130859375,False,False,False,body
"processing technologies, it is believed that the proposed tech-nique opens up a simple, reliable, and cost-effective avenue for large-scale growth of patterned perovskite films for functional integrated device and system applications.",9.0,False,2,303.318359375,311.74041748046875,False,False,False,body
2. Results and Discussion,11.5,True,2,303.32049560546875,379.6539001464844,False,False,True,body
"Figure 1a shows the schematic illustration of the procedures for preparing patterned perovskite films. First, a high-quality con-tinuous CVD-grown graphene film was transferred onto a pre-cleaned SiO2/Si substrate through a polymethyl methacrylate (PMMA)-assisted transfer method. After removing PMMA with acetone, a solution of positive photoresist was spin-coated onto the graphene layer to generate a photoresist layer, and a standard photolithography process was employed to define the photoresist with desired micropatterns. Afterward, the sub-strate was treated with oxygen plasma to selectively remove exposed graphene and render a hydrophilic surface within the region of the micropatterns. The residual photoresist was then removed by acetone, leaving graphene layer with dupli-cated micropatterns atop the substrate. Subsequently, a solu-tion of FA0.85Cs0.15PbI3 perovskite precursors was spin-coated onto the substrate. During this process, the solution was prone to migrate to the hydrophilic region (oxygen plasma–treated oxide layer) due to the spontaneous dewetting property on the hydrophobic region (graphene layer), which was confirmed by a much larger contact angle of the solution on graphene layer (83.4o) than that on oxygen plasma–treated oxide layer (22.1o) (Figure 1b). Meanwhile, due to the centrifugal force of the spin-ning, the excess solution on graphene layer would be removed from the substrate. Finally, after thermal annealing and removal of graphene via another oxygen plasma treatment, a perovskite film with desired micropatterns was obtained on the substrate.The quality of the as-prepared patterned perovskite films was then probed by performing morphological and structural characterizations. Figure  2a–c displays the field-emission",8.66,True,2,303.3192138671875,399.5504150390625,False,False,False,body
"Small 2019, 15, 1900730",7.0,True,2,48.19919967651367,741.5333862304688,False,True,False,body
"Figure 1.  a) Schematic illustration of the procedures for preparing patterned perovskite films. b) Contact angles of the perovskite precursor on graphene (bottom panel) and an oxygen plasma–treated SiO2/Si substrate (top panel), respectively.",7.52,True,2,48.18899917602539,273.9779052734375,False,False,False,body
1900730  (3 of 9),9.0,True,3,267.8916015625,739.6797485351562,False,False,True,body
www.advancedsciencenews.com,8.0,True,3,51.063499450683594,43.21880340576172,False,False,False,body
"© 2019 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim",6.5,False,3,376.5732116699219,741.4281005859375,False,False,False,body
www.small-journal.com,8.0,True,3,471.35650634765625,43.12932586669922,False,False,False,body
