text,font_size,bold,page,x,y,is_upper,is_title_case,is_numbered,label
<<<<<<< HEAD
Table 1. Comparison of the performance characteristics of various types of photodetectors.,8.97,True,11,166.09800720214844,97.31735229492188,False,False,False,H2
=======
"Citation: Douhan, R.; Lozovoy, K.;",6.97,True,1,35.715999603271484,492.76275634765625,False,True,False,body
"Kokhanenko, A.; Deeb, H.; Dirko, V.;",6.97,False,1,35.715999603271484,504.7547607421875,False,True,False,body
"Khomyakova, K. Recent Advances in",6.97,False,1,35.715999603271484,516.6797485351562,False,False,False,body
Si-Compatible Nanostructured,6.97,False,1,35.715999603271484,528.604736328125,False,True,False,body
"Photodetectors. Technologies 2023, 11,",6.97,True,1,35.715999603271484,540.409912109375,False,True,False,body
17. https://doi.org/10.3390/,6.97,False,1,35.36799621582031,552.4557495117188,False,False,True,body
technologies11010017,6.97,False,1,35.71599578857422,564.3806762695312,False,False,False,body
Academic Editor: Petra Paiè,6.97,False,1,35.71599578857422,582.13330078125,False,True,False,body
Received: 20 December 2022,6.97,False,1,35.71599578857422,601.1826782226562,False,True,False,body
Revised: 16 January 2023,6.97,False,1,35.71599578857422,613.1087036132812,False,True,False,body
Accepted: 21 January 2023,6.97,False,1,35.44399642944336,625.03369140625,False,True,False,body
Published: 24 January 2023,6.97,False,1,35.71599578857422,636.9586791992188,False,True,False,body
Copyright:© 2023 by the authors.,6.97,True,1,35.715999603271484,683.5787353515625,False,False,False,body
"Licensee MDPI, Basel, Switzerland.",6.97,False,1,35.715999603271484,695.5707397460938,False,False,False,body
This article is an open access article,6.97,False,1,35.5,707.4957885742188,False,False,False,body
distributedunderthetermsand,6.97,False,1,35.715999603271484,719.4207763671875,False,False,False,body
conditions of the Creative Commons,6.97,False,1,35.715999603271484,731.3468017578125,False,False,False,body
Attribution (CC BY) license (https://,6.97,False,1,35.444000244140625,743.2717895507812,False,False,False,body
creativecommons.org/licenses/by/,6.97,False,1,35.715999603271484,755.19677734375,False,False,False,body
4.0/).,6.97,False,1,35.715999603271484,767.122802734375,False,True,True,body
technologies,20.16,True,1,74.42039489746094,58.37812423706055,False,False,False,body
ReviewRecent Advances in Si-Compatible Nanostructured Photodetectors,13.95,True,1,35.38800048828125,105.84391784667969,False,False,False,body
"Rahaf Douhan, Kirill Lozovoy *, Andrey Kokhanenko, Hazem Deeb, Vladimir Dirko and Kristina Khomyakova",9.96,True,1,35.715999603271484,151.36415100097656,False,False,False,body
"Faculty of Radiophysics, National Research Tomsk State University, Lenin Av. 36, 634050 Tomsk, Russia* Correspondence: lozovoymailbox@gmail.com",7.97,True,1,165.68399047851562,185.17601013183594,False,False,False,body
"Abstract: In this review the latest advances in the ﬁeld of nanostructured photodetectors are consid-ered, stating the types and materials, and highlighting the features of operation. Special attention ispaid to the group-IV material photodetectors, including Ge, Si, Sn, and their solid solutions. Amongthe various designs, photodetectors with quantum wells, quantum dots, and quantum wires arehighlighted. Such nanostructures have a number of unique properties, that made them striking toscientists’ attention and device applications. Since silicon is the dominating semiconductor materialin the electronic industry over the past decades, and as germanium and tin nanostructures are verycompatible with silicon, the combination of these factors makes them the promising candidate to usein future technologies.",8.97,True,1,166.0439910888672,220.46932983398438,False,False,False,body
Keywords: photodetector; quantum well; quantum dot; silicon; germanium; tin,8.97,True,1,166.3939971923828,349.1673583984375,False,False,False,body
1. Introduction,9.96,True,1,166.3939971923828,398.5431823730469,False,True,True,body
"During the last century, light detection methods have improved signiﬁcantly, fromthermal detectors to photon detectors, focal plane arrays, and single-photon avalanchedetectors [1]. Nowadays you can reach any piece of information in a matter of milliseconds,or even less, due to the technological developments that have happened in the past severaldecades. The world is now full of different technologies that have made our lives mucheasier. It is so easy to communicate using many different means from landlines to opticalﬁbers and satellite communications. The more communication methods develop, the moresecure and fast transmission technology is needed. This fact forces the scientiﬁc communityto develop light-transmitting systems and these needs support a big interest in the lightdetection area.Currently, nanostructures with quantum wells (QW) and quantum dots (QD) are verywidely used to create photodetectors in the visible and infrared ranges. At the same time,for various applications, various semiconductor material systems are used that most fullysatisfy the speciﬁc requirements for device structures: III–V (GaAs, AlGaAs, etc.), II–VI(CdHgTe), IV–IV (GeSi, GeSn, GeSiSn), and others. However, all their potentialities arenot implemented so far and they remain one of the most promising structures for creatingoptoelectronic devices.A characteristic feature of all types of low-dimensional structures is the manifestationof the effects of spatial (dimensional) quantization, caused by the limitation of the freemovement of charge carriers in one or several directions. Size quantization effects lead toa signiﬁcant change in the energy spectrum of electrons and holes and the appearance ofdiscrete energy levels and intermediate-allowed energy bands entirely located in the bandgap of the semiconductor. This, in turn, leads to the appearance of new unique propertiesof such structures, which make it possible to create completely new types of optoelectronicdevices on their basis [2].For the ﬁrst time, the existence of spatial quantization effects in low-dimensionalsemiconductor structures (nanostructures) was experimentally demonstrated by Dingleet al. in the ﬁrst half of the 1970s when studying optical properties of AlGaAs-GaAsheterostructures with GaAs quantum well [3]. Germanium quantum dots in silicon became",9.97,False,1,165.97500610351562,414.1083984375,False,False,False,body
"Technologies 2023, 11, 17. https://doi.org/10.3390/technologies11010017https://www.mdpi.com/journal/technologies",7.97,True,1,35.22999954223633,814.77392578125,False,False,False,body
"Technologies 2023, 11, 172 of 17",7.97,True,2,35.22999954223633,57.1229248046875,False,False,False,body
