text,font_size,bold,page,x,y,is_upper,is_title_case,is_numbered,label
<<<<<<< HEAD
The role of various etching time in Si nanostructures for ultra-high sensitivity photodetector,13.45,False,1,39.00469970703125,158.41537475585938,False,False,False,H1
A R T I C L E  I N F O,6.97,False,1,39.00469970703125,257.83245849609375,True,True,False,H2
A B S T R A C T,6.97,False,1,197.7449951171875,257.83245849609375,True,True,False,H2
"Fig. 2. XRD patterns of the c-Si (left) and PS with different etching time (a) 6 min, (b) 9 min, (c) 12 min, (d) 15 min, (e) 18 min and (f) 21 min, current density 20 mA/cm2.",6.78,True,3,39.00469970703125,218.58912658691406,False,False,False,H3
Fig. 4. PL spectra of PS at various etching times.,7.17,True,4,192.92599487304688,228.90809631347656,False,False,False,H3
Declaration of Competing Interest,7.97,True,9,39.00634765625,192.0094451904297,False,False,False,H2
References,7.97,True,9,39.00634765625,236.28573608398438,False,True,False,H2
=======
Optik - International Journal for Light and Electron Optics 265 (2022) 169427,7.17,False,1,146.50100708007812,31.009567260742188,False,False,False,body
Available online 6 June 20220030-4026/© 2022 Elsevier GmbH. All rights reserved.,7.17,False,1,38.89100646972656,662.0895385742188,False,False,False,body
The role of various etching time in Si nanostructures for ultra-high sensitivity photodetector,13.45,False,1,39.00469970703125,158.41537475585938,False,False,False,H1
"Anita S. Alber, Falah A.-H. Mutlak *",8.62,False,1,39.00469970703125,203.19508361816406,False,True,False,body
"Department of Physics, College of Science, University of Baghdad, Baghdad, Iraq",6.38,False,1,39.00469970703125,225.55242919921875,False,False,False,body
A R T I C L E  I N F O,6.97,False,1,39.00469970703125,257.83245849609375,True,True,False,H2
Keywords: Si nanostructure Photo electrochemical etching Ideality factor Barrier height Photodetector,6.38,False,1,39.00469970703125,277.0294189453125,False,False,False,body
A B S T R A C T,6.97,False,1,197.7449951171875,257.83245849609375,True,True,False,H2
"The current study aimed to produce Si nanostructures ultra-high sensitivity photodetector by photo electrochemical method. The effect of changing some factors on the formation of porous silicon has been studied. The etching time has been changed using a photoelectrochemical pro­cedure with a Halogen lamp. Relying on crystalline silicon n-type wafers (100) with resistivity of 0.1–100 Ω.cm, porous silicon layers were developed. Etching solution containing 16% HF was used at different etching times of (6,9,12,15,18, and 21) min. and 20 mA/cm2 current density. The properties of the (J-V) and (Jph-V) in both darkness and photocurrent density, were used in demonstrating PS. When the crystal size is around a nanometer, XRD broadening of PS nano­structures increased as the crystallite size dropped, with the peaks becoming more widened. The peak of the PL spectrum changes a little on the high-energy side, indicating the presence of quantum confinement effect in porous silicon. While analyzing SEM data, the pores have cylin­drical shape is a consequence of increasing the morphological characteristics average diameter. When compared to bulk silicon reflectivity, the observed significantly – lower PS surface Reflectance, demonstrated the porous silicon layer’s thinness. In responsivity, two peaks appeared. The first one reaction peak was absorbed in the depletion region, at 500 nm of the Al- PS. While the second peak absorption was in the PS-c-Si depletion area at 500–600 nm and on 21 min etching time, where a maximum quantum efficiency of 83% was obtained.",7.11,False,1,197.7449951171875,277.0960693359375,False,False,False,body
1. Introduction,7.97,True,1,39.00469970703125,466.3477783203125,False,True,True,body
"The PS first discovered by Uhlirs at Bell Laboratories by accident in the mid-1950s [1,2] and later by Turner [3]. Attempts to remove the top layers of crystalline silicon wafers in a process known as electropolishing or reverse plating resulted in the formation of porous silicon layers and deposited metal oxide on their surfaces [4–7]. The principal method for fabricating porous silicon layers has been electrochemical etching in an HF-based electrolyte [8–10]. Various quantum-size phenomena arise when the size of the Si wires size is a little less over a few nanometers, making PS even more exciting. Because of its flexibility and adjustable properties, PS has become a popular material among scientists and technologists [11,12]. Over the last two decades, it has been used in a wide variety of sectors. The nanosized holes in crystalline silicon provide a sponge-like structure with pores and a crystalline silicon nanowire structure. The pore diameter, which can range from a few nanometers to a few microns depending on the formation factors, is used to classify PS. In comparison to bulk silicon, it has special electrical, chemical, and mechanical characteristics.PS has been shown to produce efficient visible light emission at room temperature [13–19]. PS can be made",7.97,False,1,39.00469970703125,487.26690673828125,False,False,False,body
* Corresponding author. E-mail address: Falah.mutlak@sc.uobaghdad.edu.iq (F.A.-H. Mutlak).,7.17,False,1,44.05030059814453,612.43505859375,False,False,False,body
Contents lists available at ScienceDirect,7.97,False,1,202.8470001220703,57.1387825012207,False,False,False,body
Optik,13.95,False,1,255.91200256347656,78.3358154296875,False,True,False,body
journal homepage: www.elsevier.com/locate/ijleo,7.97,False,1,179.60299682617188,115.56990051269531,False,False,False,body
https://doi.org/10.1016/j.ijleo.2022.169427 Received 4 May 2022; Received in revised form 27 May 2022; Accepted 1 June 2022,7.17,False,1,39.00469970703125,642.8792724609375,False,False,False,body
Optik 265 (2022) 169427,6.38,False,2,435.08099365234375,31.65277671813965,False,True,False,body
2,6.38,False,2,270.1710205078125,699.65283203125,False,True,True,body
"by etching crystalline silicon in fluorine-based solutions chemically or electrochemically [20,21]. The drilling parameter, current density, HF concentration, Si chip type, resistance, and etching duration all influence PS attributes such porosity, refractive index, and pore diameter [22]. The PS possesses unique properties such as a higher ratio of surface/volume, a great nonporous structure, and a low index of refraction, all of which point to various possible uses such as filters, chemical sensors, and antireflection coatings in solar cells [23–26]. There are various techniques to formation PS can be use the Photoelectrochemical etching which consist HF solution is used to dissolve silicon wafers. Anodic current is applied to a silicon wafer in an HF electrolyte enclosed in a Teflon cell with light source. [27–33]. In this work, we use the photoelectrochemical etching process to create ultra-high sensitivity photodetector Si nanostructres. The structural, optical and electrical characteristics has been investigated.",7.97,False,2,39.00469970703125,49.31474685668945,False,False,False,body
2. Experimental details,7.97,True,2,39.00469970703125,143.48068237304688,False,False,True,body
"PS samples have been produced by the photoelectrochemical etching (PECE) process. Fig. 1(A) represents the experiment setup for the PECE. The porous silicon was prepared by photoelectrochemical etching, we deposited aluminum film on the back side of silicon wafers n-type with a resistance of (0.1–100) Ω cm in order to create an ohmic contact then we cut it to small pieces (1 × 1 cm2). After a piece was cut, the oxides were removed by rinsing in ethanol. An electrochemical cell composed of Teflon that etches a 1 cm2 circular area on the wafer. The rubber O-ring is then placed between the Si wafer and the upper portion The second one has a circular central hall of 1.3 cm2 diameter to allow the solution to enter the Si wafer Fig. 1 placed into the etch cell with aluminum foil as the backside contact The solution contain 16% HF and the rest of it ethanol. To decrease the hydrogen bubbles, an absolute ethanol solution (99.9%) (C2H5OH) was used. Halogen lamp as light source was used with etching time (6, 9, 12, 15, 18, 21 min) and constant current density 20 mA\cm2. PS samples are shown in Fig. 1(B). The voltage (J-V) characteristics of structural components (Al/PS/n-Si/Al) including both darkness and photocurrent density were investigated. A Halogen lamp was utilized to illuminate these samples at a variety of lighting power densities of (135, 170, 200, 210 and 250) mW/cm2 with reverse voltages ranging from 6 to +6 V.",7.62,False,2,39.00469970703125,164.39979553222656,False,False,False,body
3. Results and discussion,7.97,True,2,39.00556182861328,300.35089111328125,False,False,True,body
"The PS crystallite size was investigated using XRD, and the crystalline degree of etched samples was estimated using XRD Fig. 2 Bulk silicon’s XRD results exhibits a very sharp peak. 2θ = 69,92◦and show the wafer’s single crystalline structure with altering full- width at half maximum (FWHM) for varying etching times (6, 9, 12, 15, 18, and 21) min and current density 20 Acm2, this peak gets very broad.",7.7,False,2,39.00556182861328,321.327392578125,False,False,False,body
"Table 1 Shows the crystallite sizes discovered in PS samples, which, when computed by using Scherrer equation, show a consid­erable decrease in crystallite size as etching time increases. The SEM images of the PS structure that obtained for etching times (6,9, 12,15,18 and 21) min with current density at 20 mA/cm2",7.57,False,2,39.008453369140625,363.1658935546875,False,False,False,body
"show in Fig. 3 we notice when the etching time is increased, the average pore diameter changes. The PS has a sponge-like structure with extensively branching pore, as seen in images. The PL intensity increasing with increasing etching time, and the peak shifting to lower wavelength or high energy as shown in  Fig. 4. The surface state of PL mechanism assumes that absorption of the carriers occurs in the silicon crystallites through quantum",7.97,False,2,39.00469970703125,394.51776123046875,False,False,False,body
Fig. 1. (A) Schematic diagram of photoelectrochemical etching technique (B) Sample of PS prepared at different current densities.,7.17,True,2,61.908599853515625,677.97216796875,False,False,False,body
A.S. Alber and F.A.-H. Mutlak,6.38,False,2,39.00469970703125,31.66244888305664,False,False,False,body
Optik 265 (2022) 169427,6.38,False,3,435.08099365234375,31.65277671813965,False,True,False,body
3,6.38,False,3,270.1710205078125,699.65283203125,False,True,True,body
"confinement effects. The recombination centers are formed by silicon atoms at the surface of crystallite adjusting their bond lengths and angles to accommodate changes in local condition and the energy gap increasing in PS is due to confined of PS practical in a lower dimension, Hence, the probability of the recombination of electron and holes is a low dimensional structure and this agreement with the practical in a box theory. Table 2. The bandgap (Eg) increasing with increasing etching time using Eq. (1) and decreasing of wavelength due to the quantum confinement effect with decreasing of refractive index (n) Eq. (2) [34–36]. Clearly, the PL spectra",7.97,False,3,39.00469970703125,630.643798828125,False,False,False,body
"Fig. 2. XRD patterns of the c-Si (left) and PS with different etching time (a) 6 min, (b) 9 min, (c) 12 min, (d) 15 min, (e) 18 min and (f) 21 min, current density 20 mA/cm2.",6.78,True,3,39.00469970703125,218.58912658691406,False,False,False,H3
Table 1 Values obtained from measurements using XRD peaks for PS with various etching times.,7.17,True,3,39.00469970703125,256.8000793457031,False,False,False,body
Etching time 2θ (Deg.) FWHM (Deg.) dhkl Exp. (Å) C.S (nm) hkl Phase,6.22,False,3,44.957401275634766,280.4874267578125,False,False,False,body
6 min  69.8100  0.5000  1.3462  19.4 (400) Hex. Cub.Si 9 min  69.8600  0.6000  1.3453  16.1 (400) Hex. Cub.Si 12 min  69.8900  0.9500  1.3448  10.2 (400) Hex. Cub.Si 15 min  69.8400  1.1200  1.3457  8.7 (400) Hex. Cub.Si 18 min  69.8000  1.1000  1.3463  8.8 (400) Hex. Cub.Si 21 min  69.9100  0.9500  1.3445  10.2 (400) Hex. Cub.Si,6.38,False,3,44.96038818359375,293.6396179199219,False,False,True,body
"Fig. 3. SEM of PS prepared with different etching times (a) 6 min, (b) 9 min, (c) 12 min, (d) 15 min, (e) 18 min and (f) 21 min at current density 20 mA/cm2.",6.78,True,3,39.00469970703125,599.6220703125,False,False,False,body
A.S. Alber and F.A.-H. Mutlak,6.38,False,3,39.00469970703125,31.66244888305664,False,False,False,body
Optik 265 (2022) 169427,6.38,False,4,435.08099365234375,31.65277671813965,False,True,False,body
4,6.38,False,4,270.1710205078125,699.65283203125,False,True,True,body
"excitation value of 635 nm is visible, with a blue shift in the bandgap compared to bulk Si, which is attributable to the quantum confinement effect (QCE).",7.97,False,4,39.00469970703125,250.40476989746094,False,False,False,body
E = hcλ(1),7.97,False,4,62.928550720214844,279.6974182128906,False,False,False,body
n =,7.97,False,4,62.92928695678711,316.54559326171875,False,False,False,body
̅̅̅̅̅̅̅̅̅̅̅̅̅̅̅̅̅̅̅̅̅̅,7.97,False,4,85.37866973876953,302.7126770019531,False,True,False,body
1 +AB + Eg,7.57,False,4,85.37866973876953,311.50244140625,False,False,True,body
√,7.97,False,4,77.44249725341797,302.71392822265625,False,True,False,body
(2),7.97,False,4,494.7545471191406,313.39068603515625,False,True,False,body
"where A = 13.6 eV, B = 3.4 ev, h: Plank constant c: speed of light.",7.97,False,4,39.005096435546875,340.54559326171875,False,False,False,body
"Fig. 5 shows the reflection spectra of the PS compared to the c-Si sample. The Measurement of R% of PS layers showed that we can greatly reduce surface reflectivity on crystalline Si wafers by forming a thin PS layer by anodization etching. These results show that a porous surface layer on crystalline silicon actually improves performance by acting as an ARC layer. Si bulk has a high reflectance when the roughness of the PS layers is enhanced. This could be linked to the development of many layers of pores, which is thought to enhance pore diameter. Moreover, the larger the pores’ diameter, the more effective they are as showed in Fig. 5(f). PS electrical measurements imply a current density - voltage analysis (J-V). PS etching structure at various times. J-V measurements were performed in a dark closed box at room temperature. By applying a DC voltage to forward and reverse bias (from-6–6), the J-V characteristic can be determined. The J-V measurements for PS layers prepared at etching times (6, 9, 12, 15, 18 and 21) min with current density at 20 mA/cm2 and 16% HF concentration. PS layers have inhomogeneous distribution and sizes of pores, resulting in variable porosity, which is determined by the porosity attribute. Fig. 6 comparing the properties of two biases exhibit rectifying behavior, which could be linked to the creation of an isotope hetero-junction [37]. This phenomenon is explained by changes in their energy gaps, which is crucial in explaining the rise in resistivity once the PS layer is generated. The high value is owing to the difference in charge carrier depletion in PS versus c-Si due to PS’s larger band-gap, which is related to the recombination process. [38]. for c-Si, PS, and varied etching times under dark, log (J) by bias voltage. apply biases and reverse voltage in the −6 to + 6 V range, Fig. 7 As the etching time increases, the output current drops due to growing resistivity (of c-Si and PS) and thickness of the PS layer [39].",7.92,False,4,39.005096435546875,351.03424072265625,False,False,False,body
"Table 3 Show that J-V measurements can be used to estimate the electrical properties of bulk silicon and pores silicon, such as ideality factor (n) and barrier height (ΦBn) The saturation current density Js is obtained by extrapolating the linear section of the semi- log forward I–V curves to zero applied voltage, and the ΦBn values are determined using formulae [40].",7.69,False,4,39.005653381347656,518.3910522460938,False,False,False,body
n = qkBT,7.57,False,4,62.931365966796875,558.1163940429688,False,False,False,body
dvd(lnJ)(3),7.97,False,4,92.3535385131836,558.1163940429688,False,False,False,body
Fig. 4. PL spectra of PS at various etching times.,7.17,True,4,192.92599487304688,228.90809631347656,False,False,False,H3
Table 2 Values obtained from PL peaks PS with different etching time.,7.17,True,4,91.44560241699219,594.6900634765625,False,False,False,body
Etching time λ (nm) Eg (ev) n,6.12,False,4,97.39839935302734,618.3204345703125,False,False,False,body
6 min  640.1  1.9371  1.8836 9 min  635.8  1.9502  1.8820 12 min  634.9  1.9530  1.8814 15 min  634.3  1.9592  1.8809 18 min  631.8  1.9626  1.8804 21 min  630.1  1.9682  1.8797,6.38,False,4,97.40177917480469,631.47265625,False,False,True,body
A.S. Alber and F.A.-H. Mutlak,6.38,False,4,39.008758544921875,31.66684341430664,False,False,False,body
Optik 265 (2022) 169427,6.38,False,5,435.08099365234375,31.65277671813965,False,True,False,body
5,6.38,False,5,270.1710205078125,699.65283203125,False,True,True,body
ΦBn = kBTq ln(A∗∗T2,7.23,False,5,62.929100036621094,526.8776245117188,False,False,False,body
J,7.97,False,5,118.8280029296875,543.9434204101562,True,True,False,body
)(4),7.97,False,5,130.10968017578125,526.8778686523438,False,True,False,body
"J: forward current density (μA/cm2), kB: Boltzmann constant (1.38 × 10−23 J/K), V: the applied voltage, A**: represents the value of Richardson’s constant (A/cm2K). Because the distance between the depletion zone and the photo-current is increased, the photo-current is constantly in the reverse - biased direction. The intrinsic electric field widens as the reverse bias voltage rises, increasing the likelihood of split electron-hole pairs, as seen in Fig. 8. The spectral responsivity is an important parameter to determine the spectral performance range of photodetector. Fig. 9 shows the responsivity as a function of wavelength for Al/PS/n-Si/Al samples fabricated at different etching times and etched at 20 mA/cm2",7.62,False,5,39.005714416503906,558.7593994140625,False,False,False,body
current density with 16% HF concentration. The spectral responsivity curve includes two regions; the first region illustrates higher responsivity due to the absorption of visible light (500–600 nm) by PS. The second region corresponds to the IR absorption (800–900 nm) with c-Si layer. After that the reduction in the responsivity is observed that attributed to the absorption of light by silicon substrate. The sample prepared at 21 min shows higher responsivity reached 0.004 A/W compared with 0.001 A/W for that prepared at 6 min. This is related to high roughness surface which leads to increase in the photon absorption and photocurrent.,7.97,False,5,39.00469970703125,633.1387939453125,False,False,False,body
"Fig. 5. Reflectivity spectra of c-Si and PS samples with different etching time (a) 6 min, (b) 9 min, (c) 12 min, (d) 15 min, (e) 18 min and (f) 21 min, current density 20 mA/cm2.",6.78,True,5,39.00469970703125,493.89007568359375,False,False,False,body
A.S. Alber and F.A.-H. Mutlak,6.38,False,5,39.00469970703125,31.66244888305664,False,False,False,body
Optik 265 (2022) 169427,6.38,False,6,435.08099365234375,31.65277671813965,False,True,False,body
6,6.38,False,6,270.1710205078125,699.65283203125,False,True,True,body
"Furthermore, the responsivity curve is shifted toward the visible region due to reduction in the energy gap. The responsivity is determined by using Eq. (5) [41].",7.97,False,6,39.00469970703125,563.4627685546875,False,False,False,body
Rλ = Iph,7.04,False,6,62.928550720214844,592.472412109375,False,True,False,body
Pin,6.58,False,6,81.18419647216797,603.357421875,False,True,False,body
(5),7.97,False,6,494.7590026855469,594.3607788085938,False,True,False,body
"Iph is the current of the optical container, the pin is the input power, and Spectral responsivity Rλ is the detector signal that will be obtainable for enforcement.",7.22,False,6,39.0086669921875,614.8829956054688,False,False,False,body
"Fig. 10 displays the detectivity measuring and it was found that specimens have high values. The dark current was small which indicating a lower noise to indication rate leads to better detection with an increase of etched time of PS the specific detectivity values, that are in the range of (0.1–0.4)× 1012 (cm.Hz1/2/W) at 800 nm and (0.04–0.11)× 1012 (cm.Hz1/2/W) at 600 nm. The Eq. (6) is used to compute detectivity [42,43].",7.65,False,6,39.007965087890625,635.8029174804688,False,False,False,body
"Fig. 6. (J-V) characteristics of c-Si and PS prepared at various etching time (6, 9,12,15,18 and 21) min and current density 20 mA/cm2.",6.68,True,6,52.44089889526367,229.33035278320312,False,False,False,body
"Fig. 7. log (J) by bias voltage under dark for c-Si and PS prepared at different etching times (6, 9,12,15,18 and 21) min and current density 20 mA/cm2.",6.78,True,6,39.00469970703125,411.6850891113281,False,False,False,body
"Table 3 Values obtained from experiments of bulk Si and PS the values (n), (Js) and (ΦBn).",7.17,True,6,39.00469970703125,450.1230773925781,False,False,False,body
Sample Slop n Js (μA/cm2) ΦBn (eV),6.08,False,6,44.957401275634766,473.2104797363281,False,False,False,body
Bulk Si  0.048562  1.874478  25  0.6914 PS-6 min  0.059854  2.310377  29  0.6876 PS-9 min  0.063341  2.444961  18  0.6999 PS-12 min  0.072926  2.814957  15  0.7046 PS-15 min  0.081713  3.154114  11  0.7126 PS-18 min  0.087397  3.373527  10  0.715 PS-21 min  0.089653  3.460594  25  0.6914,6.38,False,6,44.96282958984375,486.9056091308594,False,False,False,body
A.S. Alber and F.A.-H. Mutlak,6.38,False,6,39.010284423828125,31.66702651977539,False,False,False,body
Optik 265 (2022) 169427,6.38,False,7,435.08099365234375,31.65277671813965,False,True,False,body
7,6.38,False,7,270.1710205078125,699.65283203125,False,True,True,body
D∗=,7.04,False,7,62.929100036621094,624.9765625,True,True,False,body
̅̅̅̅̅̅̅̅̅̅̅̅SdetΔf√,7.51,False,7,82.31849670410156,614.7509155273438,False,False,False,body
NED(6),7.97,False,7,87.59071350097656,622.876708984375,True,False,False,body
"When the detectivity (D*), represents the response of the frequency (Δf =1/2πτ), detector active area (Sdet), represents the noise equivalent power (NEP). Quantum efficiency (Q.E) was achieved in the spectral region (400–900 nm. Fig. 11 illustrates the Quantum efficiency of Al/PS/n- Si/Al samples prepared at different etching times. The quantum efficiency is directly related to the spectral responsivity and estimated",7.87,False,7,39.00860595703125,642.265625,False,False,False,body
"Fig. 8. Iph-V characteristic under illumination of PS prepared at different etching times (a) 6 min, (b) 9 min, (c) 12 min, (d) 15 min (e) 18 min and (f) 21 min, current density 20 mA/cm2.",6.61,True,7,39.00469970703125,273.298095703125,False,False,False,body
Fig. 9. Responsivity of Al/PS/n-Si/Al samples prepared at different etching times.,7.17,True,7,139.80499267578125,594.9740600585938,False,False,False,body
A.S. Alber and F.A.-H. Mutlak,6.38,False,7,39.00469970703125,31.66244888305664,False,False,False,body
Optik 265 (2022) 169427,6.38,False,8,435.08099365234375,31.65277671813965,False,True,False,body
8,6.38,False,8,270.1710205078125,699.65283203125,False,True,True,body
"from Eq. (7). The value of quantum efficiency is increased from 18.54% to 83.12% with increased etching time that used to prepare PS. This is attributed to the same reason mentioned for the responsivity [44,45].",7.97,False,8,39.00469970703125,330.6247863769531,False,False,False,body
η = hυ,8.08,False,8,62.929100036621094,359.5,False,False,False,body
q Rλ(7),7.27,False,8,79.14330291748047,361.8057861328125,False,False,False,body
Fig. 10. Detectivity of Al/PS/n-Si/Al samples prepared at different etching times.,7.17,True,8,140.48500061035156,309.1280822753906,False,False,False,body
Fig. 11. Quantum efficiency of Al/PS/n-Si/Al samples prepared at different etching times.,7.17,True,8,126.42500305175781,677.97216796875,False,False,False,body
A.S. Alber and F.A.-H. Mutlak,6.38,False,8,39.00469970703125,31.66244888305664,False,False,False,body
Optik 265 (2022) 169427,6.38,False,9,435.08099365234375,31.65277671813965,False,True,False,body
9,6.38,False,9,270.1710205078125,699.65283203125,False,True,True,body
"where: ƞ is the Quantum efficient, h the Plank constant, υ stands for the frequency of photon.",8.02,False,9,39.00469970703125,52.9997444152832,False,False,False,body
4. Conclusions,7.97,True,9,39.00634765625,74.48553466796875,False,True,True,body
"The influence of varied etching time intervals (6, 9, 12, 15, 18, and 21) min on formation of Porous Silicon (PS) via PECE was investigated. The results of PS show the nanostructure (mesoporous silicon) formed, with decreasing pore diameter from 52.34 nm to 28.21 nm with increasing etching time. PS has sponge like structure and the pore diameter is reduced with increased etching time which leads to decrees PS resistivity and increase the current pass through PS layer. The Al/PS/n-Si/Al photodetector shows two response peaks one at visible region and other at IR region. Also, Al/PS/n- Si/Al photodetector of PS prepared at 21 min shows high responsivity, detectivity and quantum efficiency compared with that prepared at 6 min etching time. This is due to high roughness, low reflectivity, and high photocurrent of this nanostructure. The surface morphology of the PS layer is discovered to be dependent on fabrication conditions. As a result, time shifting can be utilized to regulate the final structure’s size and shape.",7.97,False,9,39.00634765625,95.40545654296875,False,False,False,body
Declaration of Competing Interest,7.97,True,9,39.00634765625,192.0094451904297,False,False,False,H2
Authors would like to declare that they do not have any conflict of interests.,7.97,False,9,50.96867370605469,212.92855834960938,False,False,False,body
References,7.97,True,9,39.00634765625,236.28573608398438,False,True,False,H2
"[1] A. Uhlir, Electrolytic shaping of germanium and silicon, Bell Syst. Tech. J. 35 (2) (1956). [2] A. Uhlir, I.W. Uhlir, Historical perspective on the discovery of porous silicon, Phys. Status Solidi C Conf. Crit. Rev. 2 (9) (2005) 3185–3187. [3] D. Turner, Electropolishing silicon in hydrofluoric acid solutions, Electrochem. Soc. 105 (7) (1958). [4] H. Abid, U. Nayef, F. Mutlak, Preparation and characterization Co3O4 nanoparticles on porous silicon for humidity sensor by photoluminescence, Optik 178 (2019). [5] S. Khudiar, U. Nayef, F. Mutlak, S. Abdulridh, Characterization of NO2 gas sensing for ZnO nanostructure grown hydrothermally on porous silicon, Optik 249 (2022), 168300. [6] Duha H. Jwied, Uday M. Nayef, Falah A.H. Mutlak, Synthesis of C:Se nanoparticles via laser ablated with magnetic field on porous silicon for gas sensor applications, Optik 242 (2021), 167207, https://doi.org/10.1016/j.ijleo.2021.167207. [7] S. Khudiar, U. Nayef, F. Mutlak, Preparation and characterization of ZnO nanoparticles via laser ablation for sensing NO2 gas, Optik 246 (2021), 167762,",6.26,False,9,42.40620040893555,256.50640869140625,False,False,False,body
