text,font_size,bold,page,x,y,is_upper,is_title_case,is_numbered,label
<<<<<<< HEAD
"Nonspecific whole-cell biosensors are constructed mainly by stress responsive genetic regulation, such as heat shock and DNA damage responses [6]. Information about bioavailability and toxicity can be revealed by nonspecific cell-based biosensors. The damage done to protein will trigger heat shock stress- related genes, which could be used as a sensing ele­ment of nonspecific cell-based biosensors for pollu­tants that damage protein [30–32]. The expression of SOS response genes enhanced by DNA damage could be incorporated in nonspecific sensing elements [33– 36]. Indigenous bacteria and their activity as far as environmental stress is concerned could also serve as a nonspecific whole-cell biosensor. For example, sul­fur oxidizing and iron oxidizing abilities in certain types of bacteria would be inhibited by toxic pollutants and could be used for acid samples [37–39]. As well, indigenous bacterium isolated from soil environments was successfully engineered with green fluorescent protein (GFP) signaling gene, which could help assess bioavailable heavy metals in the soils by the GFP signals [40]. The nonspecific biosensor based on the stress response provides an early warning of hazard presence in samples that could be harmful for micro­organisms despite the lack of selectivity.",11.5,False,4,51.02360153198242,245.22662353515625,False,False,False,H3
"Wastewater discharge is the one of the source of environmental pollution, and the wastewater qual­ity monitoring could be also achieved by the bio­sensors [145]. The biosensors especially MFC- based were applied in wastewater monitoring glob­ally. In Asia Pacific countries, it has been reported that Au3+ ions in wastewater from Taiwan could be detected by engineered bacteria [174]. In addi­tion, The MFC-based BOD biosensor was used in monitoring swine wastewater in Japan, which minimizes the energy cost for aeration [175]. The multiple heavy metals and phenols in real waste­water samples from China were able to be detected by MFC-based biosensors [176]. The immobilized engineered bacteria were used in screening PAHs in industrial wastewater in India [177]. The toxic metals (Cr6+ and Fe3+), NO3",11.1,False,14,51.02360153198242,415.9296569824219,False,False,False,H2
Acknowledgements,11.5,True,16,306.0259094238281,435.0504150390625,False,True,False,H2
Disclosure statement,11.5,True,16,306.02801513671875,553.2581176757812,False,False,False,H2
Funding,11.5,True,16,306.02801513671875,610.462158203125,False,True,False,H2
References,11.5,True,17,51.02360153198242,51.356170654296875,False,True,False,H2
=======
REVIEW,10.0,False,1,51.02360153198242,82.18798828125,True,False,False,body
"A review of biosensor for environmental monitoring: principle, application, and corresponding achievement of sustainable development goals",14.0,False,1,51.02360153198242,103.16900634765625,False,False,False,body
"Chi-Wei Huanga, Chitsan Lina,b, Minh Ky Nguyenb, Adnan Hussainc, Xuan-Thanh Buid,e, and Huu Hao Ngof",8.44,False,1,51.02360153198242,140.67649841308594,False,False,False,body
"a Department of Marine Environmental Engineering, National Kaohsiung University of Science and Technology, Kaohsiung, Taiwan; bPh.D. Program in Maritime Science and Technology, College of Maritime, National Kaohsiung University of Science and TechnologyPh.D. Program in Maritime Science and Technology, Kaohsiung, Taiwan; c Ph. D. Program of Aquatic Science and Technology, College of Hydrosphere Science, National Kaohsiung University of Science and Technology, Kaohsiung, Taiwan; dDepartment Water Science & Technology, Key Laboratory of Advanced Waste Treatment Technology, Ho Chi Minh City University of Technology (HCMUT), Vietnam National University Ho Chi Minh (VNU-HCM), Ho Chi Minh City, Vietnam; e Department Water Science & Technology, Faculty of Environment & Natural Resources, Ho Chi Minh City University of Technology (HCMUT), Ho Chi Minh City, Vietnam; fDepartment Water Science & Technology, Centre for Technology in Water and Wastewater, School of Civil and Environmental Engineering, Faculty of Engineering and Information Technology, University of Technology Sydney, Sydney NSW, Australia",7.85,False,1,51.02339172363281,160.0986785888672,False,False,False,body
"ABSTRACTHuman health/socioeconomic development is closely correlated to environmental pollution, highlighting the need to monitor contaminants in the real environment with reliable devices such as biosensors. Recently, variety of biosensors gained high attention and employed as in-situ application, in real-time, and cost-effective analytical tools for healthy environment. For continuous environmental monitoring, it is necessary for portable, cost-effective, quick, and flexible biosensing devices. These benefits of the biosensor strategy are related to the Sustainable Development Goals (SDGs) established by the United Nations (UN), especially with reference to clean water and sources of energy. However, the relationship between SDGs and biosensor application for environmental monitoring is not well understood. In addition, some limitations and challenges might hinder the biosensor application on environmental monitoring. Herein, we reviewed the different types of biosensors, principle and applications, and their correlation with SDG 6, 12, 13, 14, and 15 as a reference for related authorities and administrators to consider. In this review, biosensors for different pollutants such as heavy metals and organics were documented. The present study highlights the application of biosensor for achieving SDGs. Current advantages and future research aspects are summarized in this paper.",8.91,False,1,62.985801696777344,260.54803466796875,False,False,False,body
Abbreviations: ATP: Adenosine triphosphate; BOD: Biological oxygen demand; COD: Chemical oxygen demand; Cu-TCPP: Cu-porphyrin; DNA: Deoxyribonucleic acid; EDCs: Endocrine disrupting chemicals; EPA: U.S. Environmental Protection Agency; Fc-HPNs: Ferrocene (Fc)-based hollow polymeric nanospheres; Fe3O4@3D-GO: Fe3O4@three-dimensional graphene oxide; GC: Gas chromatography; GCE: Glassy carbon electrode; GFP: Green fluorescent protein; GHGs: Greenhouse gases; HPLC: High perfor­mance liquid chromatography; ICP-MS: Inductively coupled plasma mass spectrometry; ITO: Indium tin oxide; LAS: Linear alkylbenzene sulfonate; LIG: Laser-induced graphene; LOD: Limit of detection; ME: Magnetoelastic; MFC: Microbial fuel cell; MIP: Molecular imprinting polymers; MWCNT: Multi-walled carbon nanotube; MXC: Microbial electrochemical cell-based; NA: Nucleic acid; OBP: Odorant binding protein; OPs: Organophosphorus; PAHs: Polycyclic aromatic hydrocarbons; PBBs: Polybrominated biphe­nyls; PBDEs: Polybrominated diphenyl ethers; PCBs: Polychlorinated biphenyls; PGE: Polycrystalline gold electrode; photoMFC: photosynthetic MFC; POPs: Persistent organic pollutants; rGO: Reduced graphene oxide; RNA: Ribonucleic acid; SDGs: Sustainable Development Goals; SERS: Surface enhancement Raman spectrum; SPGE: Screen-printed gold electrode; SPR: Surface plasmon resonance; SWCNTs: single-walled carbon nanotubes; TCPP: Tetrakis (4-carboxyphenyl) porphyrin; TIRF: Total internal reflection fluores­cence; TIRF: Total internal reflection fluorescence; TOL: Toluene-catabolic; TPHs: Total petroleum hydro­carbons; UN: United Nations; VOCs: Volatile organic compounds,8.65,True,1,62.985595703125,409.48870849609375,False,False,False,body
