text,font_size,bold,page,x,y,is_upper,is_title_case,is_numbered,label
"March 13, 2006 - New Study Reveals U.S. to Lose $785 Million, Canada $1.7 Billion Annually with WHTI",11.0,True,1,45.349998474121094,10.971031188964844,False,False,False,H1
"New Study Reveals U.S. to Lose $785 Million, Canada $1.7 Billion Annually with WHTI   Slaughter Repeats Call for Cost-Benefit Analysis of Passport Initiative",11.6,True,1,42.79999923706055,73.73200988769531,False,False,False,body
"Washington, DC - Rep. Louise M. Slaughter (D-NY-28), Ranking Member of the House RulesCommittee, today repeated her call for a cost-benefit analysis of the Department of HomelandSecurity's Western Hemisphere Travel Initiative (WHTI) following the release of a new studyfrom the BESTT Coalition (Borders for Economic Security, Trade and Tourism). The studyconcluded that the United States stands to lose $785 million annually if the WHTI isimplemented in its current form.",12.0,True,1,42.79999923706055,191.2320098876953,False,False,False,body
"&quot;This new study is only more evidence that the Travel Initiative is deeply flawedand needs to be changed,&quot; Rep. Slaughter said. &quot;If we don't conduct acomprehensive economic analysis of this plan before ground is broken, we will simplybe writing off the economic security of millions of Americans and Canadians. And theydeserve better.&quot;",12.0,True,1,42.79999923706055,386.2320251464844,False,False,False,body
Rep. Slaughter was today joined by 20 New York Members of Congress in requesting that theOffice of Management and Budget (OMB) oversee the proposed analysis. She had previouslyemployed an Executive Order in a further attempt to force the federal government to study theeconomic impact of its plan.,12.0,False,1,42.79999923706055,566.447998046875,False,False,False,H2
"The Conference Board of Canada confirmed BESTT's findings. It concluded that the WHTIwould result in 3.5 million fewer nationwide crossings from Canada to the United States, and",12.0,False,1,42.79999923706055,731.447998046875,False,False,False,body
1 / 2,8.0,False,1,524.8900146484375,801.81201171875,False,True,True,body
"March 13, 2006 - New Study Reveals U.S. to Lose $785 Million, Canada $1.7 Billion Annually with WHTI",11.0,True,2,42.79999923706055,10.971031188964844,False,False,False,body
"more than twice this number from the U.S. to Canada. In addition to the $785 million annuallylost by America, the Canadian economy would stand to lose $1.7 billion per year in revenue.",12.0,False,2,42.79999923706055,73.94801330566406,False,False,False,body
"The BESTT study used a Zogby International poll taken of individuals living in cities along theborder. The poll found that such citizens would be less likely to visit the United States if theywere required to use a passport or another secure document at the border, a requirement of theWHTI. The study also revealed that:",12.0,False,2,42.79999923706055,208.94801330566406,False,False,False,body
"-  Vacation is the top reason why Americans and Canadians travel to Canada and theUnited States, respectively. Many poll respondents also said that they would not participate in aprogram requiring a new identification card for cross-border travel.        -  Most Canadian visitors to the United States travel more than 100 miles to get there. Theyare also two times as likely as American tourists to spend over $500 during their visit.Consequently, their trips contribute significantly not just to border economies, but to a broaderarray of communities in both countries.        -  A majority of the poll's respondents said that they supported an enhanced driver's licensethat could combine a normal license with a border crossing ID card, and that such a documentwould increase the likelihood that they would continue to cross the border.        -  Most poll respondents also said that they did not believe that new border-crossingrestrictions were necessary.",12.0,False,2,42.79999923706055,358.9480285644531,False,False,False,body
2 / 2,8.0,False,2,522.3400268554688,801.81201171875,False,True,True,body
