text,font_size,bold,page,x,y,is_upper,is_title_case,is_numbered,label
Sensors &Diagnostics,21.0,False,1,42.51969909667969,32.63690948486328,False,True,False,body
CRITICAL REVIEW,16.0,False,1,51.47719955444336,96.16305541992188,True,False,False,body
"Cite this: Sens. Diagn., 2022, 1, 106",7.25,False,1,42.51969909667969,165.86676025390625,False,False,False,body
"Received 12th October 2021,Accepted 8th December 2021",7.25,False,1,42.51969909667969,381.91461181640625,False,False,False,body
DOI: 10.1039/d1sd00034a,7.25,False,1,42.51969909667969,410.9417724609375,False,False,False,body
rsc.li/sensors,7.25,False,1,42.51969909667969,430.89239501953125,False,False,False,body
Metal oxide nanomaterial-based sensors formonitoring environmental NO2 and its impact onthe plant ecosystem: a review,15.06,False,1,170.9847869873047,136.13168334960938,False,False,False,H1
"Shrestha Tyagi,Manika Chaudhary, Anit K. Ambedkar, Kavita Sharma,*Yogendra K. Gautam and Beer Pal Singh*",10.0,False,1,170.98403930664062,199.7966766357422,False,False,False,body
"The substantial increase in the emission of air pollutants due to the rapid industrial growth, combustion offossil fuels, pesticides, and insecticides used in the agriculture sector in the last few decades urgently",8.0,False,1,170.9857940673828,238.3572540283203,False,False,False,body
requires sincere remedial efforts from the global scientific community. The elevated concentration of,8.0,False,1,170.9857940673828,262.3385925292969,False,False,False,body
nitrogen dioxide (NO2) makes it one of the most common and catastrophic air pollutants. NO2 acts as aprecursor for ozone (O3) and particulate matter (PM) and participates in the phenomena of acidification,7.12,False,1,170.9857940673828,274.3572998046875,False,False,False,body
"and eutrophication in plant ecosystems. Therefore, worldwide research is ongoing towards designing an",8.0,False,1,170.98651123046875,298.3385314941406,False,False,False,body
"accurate, reliable, and environment-friendly NO2 gas detection technology for the monitoring of NO2concentration in the earth's environment. Nanostructured metal oxide semiconductors (NMOSs) have been",7.06,False,1,170.9857940673828,310.3572998046875,False,False,False,body
found to be very consistent and precise for NO2 sensing due to their outstanding structural and,7.22,False,1,170.9857940673828,334.3384094238281,False,False,False,body
"morphological properties. The first part of this review presents an overview of the effects of NO2 pollutionon the plant ecosystem. The second part briefly describes the various other available techniques for NO2detection. Further, this article presents a comprehensive review on the progress of a wide variety of",7.22,False,1,170.9857940673828,346.3572998046875,False,False,False,body
"NMOS-basedNO2gassensors.NMOSmaterialswithdiversemorphologiessuchasnanorods,nanoparticles, nanowires, nano flowers, and nanosheets, fabricated into NO2 gas sensors, are discussed",7.71,False,1,170.9857940673828,382.3572998046875,False,False,False,body
"extensively. Moreover, their fabrication methods and performance in terms of sensitivity/selectivity,",8.0,False,1,170.98727416992188,406.3385314941406,False,False,False,body
"operating temperature, response/recovery time, and detection limit, along with their gas sensingmechanism, are explained in the review in order to establish a reliable NO2 gas detection technology.",7.41,False,1,170.98727416992188,418.3575744628906,False,False,False,body
1. Introduction,14.0,False,1,42.51969909667969,458.2306213378906,False,True,True,body
"Air pollution is an immense concern worldwide in recenttimes and can cause ruthless problems for human health aswell as for the ecosystem. According to the World HealthOrganization (WHO), with atmospheric concentrations of NO2higher than 30 μg m−3 on a 24 hour yearly average and 95 μgm−3 on a 4 hour average, NO2 is considered as the chief airpollutant.1 The burning of fossil fuels and emissions fromvehicles and industries are the main sources of excess NO2 inambient air.2 NO2 can now produce ground level or “bad”ozone multiple times, which in turn is a potent greenhousegas and air pollutant.3 This ground-level ozone may penetratethe stomata of plants, causing them to close, thus preventingCO2 transport, and ultimately ensuing the reduction of thephotosynthesis process.4 Excess NO2 not only poses a threatto living organisms but also accounts for serious impacts onthe environment via acid rain, eutrophication, the greenhouse",8.34,False,1,42.51919937133789,482.3116455078125,False,False,False,body
"effect, global warming, and climate change. Fig. 1 depicts thevarious natural and anthropogenic sources of NO2 emissionsand the effects of high concentrations of NO2 on foliarphysiology,plantmetabolism,leafnutrition,andthemechanism of plant growth.In view of the above information, sincere and effectiveefforts are required for the accurate detection of NO2concentrations in the ecosystem. Several techniques areavailable for the monitoring of nitrogen dioxide; however,only a few can be applied to measure NO2 at concentrationsbelow parts per billion (ppb). These techniques of NO2detectionaremainlybasedonthesurfaceconversiontechniques in which NO2 is first converted to NO, which issubsequentlydetectedbychemiluminescencetechnique.OtherNO2detectiontechniquesincludeoptical,5",8.57,False,1,305.63092041015625,458.32965087890625,False,False,False,body
"photoacoustic,6gaschromatographicmethods,7andnanostructured metal oxide semiconductor (NMOS)-basedgas sensors.8 NMOS gas sensors are one of the emergingtechnologies among the various NO2 sensing techniques.9",8.18,False,1,305.63116455078125,636.3146362304688,False,False,False,body
"The NMOS gas sensors have many advantages in comparisontootheravailablegassensors10,11intermsoftheirabundance, cost-effectiveness, ease of fabrication, small size,",8.78,False,1,305.63140869140625,686.349365234375,False,False,False,body
"106 | Sens. Diagn., 2022, 1, 106–129© 2022 The Author(s). Published by the Royal Society of Chemistry",7.56,False,1,42.51969909667969,746.5730590820312,False,False,True,body
"Smart Materials and Sensor Laboratory, Department of Physics, ChaudharyCharan Singh University, Meerut, U.P, 250004, India.E-mail: sharmak29@gmail.com, drbeerpal@gmail.com",7.0,False,1,42.51969909667969,691.7991943359375,False,False,False,body
Open Access Article. Published on 11 December 2021. Downloaded on 11/30/2024 7:11:11 AM.,8.0,False,1,2.576000213623047,154.7919921875,False,False,False,body
This article is licensed under a,8.0,False,1,13.576000213623047,321.61199951171875,False,False,False,body
Creative Commons Attribution 3.0 Unported Licence.,8.0,False,1,13.576000213623047,147.9420166015625,False,True,False,body
View Article Online,9.0,True,1,452.4100036621094,94.15798950195312,False,True,False,body
View Journal | View Issue,6.0,True,1,452.70001220703125,106.43798828125,False,True,False,body
"Sens. Diagn., 2022, 1, 106–129 | 107© 2022 The Author(s). Published by the Royal Society of Chemistry",7.56,False,2,42.51969909667969,746.5730590820312,False,False,False,body
"simple integration in electronics, easy maintenance, as wellas moderate stability and safety.12 The NMOS materialspossess a wide band gap, which allows them to have a fullspectrum of electronic properties.9 Gas sensors based onwide band gap MOS are suitable due to their reversible andbig changes in the electrical resistance, along with theexcellent thermal, chemical, environmental, and radiationstability and mechanical robustness.13 The properties of theNMOS sensors are dependent on the material's size14 and itsmicrostructure.15Thesmallgrainsizeofthematerialprovides a more specific area, which allows more oxygen ionsand NO2 molecules to adsorb on the surface of the material.The various studies on the particle size and micro-structuraldependent sensing property of the NMOS-based sensors aregiven in the following sections of the article. There are manyfabricationprocessestoobtainNMOSmaterialswithdiversifyingmicrostructuresandmorphologies.Sensingmaterials with specific morphologies can be synthesizedusinghydrothermalandsol–gelmethods.Meanwhile,different techniques, including physical vapor deposition(PVD), epitaxial growth, chemical vapor deposition (CVD) andthermal spray, were used for the fabrication of thin films assensing layers having controlled thickness.16 In addition,there are plenty of methods, including doping, organicsensitization,inorganicheterojunctionsensitization,andoxygen vacancy modification, that can be used to improve theNO2 sensing performance of NMOS sensors.17 These methods",8.7,False,2,42.519195556640625,398.06591796875,False,False,False,body
